37.9|0.009|5126.846
36.1|0.010|5138.427
39.6|0.013|5118.691
37.5|0.010|5118.885
39.8|0.007|5120.801
40.0|0.006|5198.534
35.4|0.013|5203.402
39.4|0.028|5225.614
38.0|0.014|5229.019
39.8|0.009|5229.425
39.9|0.008|5229.460
40.0|0.008|5229.632
30.9|0.017|5148.795
38.5|0.007|5093.176
39.9|0.006|5098.710
40.0|0.008|5106.925
40.1|0.006|5108.841
38.4|0.021|5170.290
38.5|0.010|5157.554
39.9|0.008|5159.628
40.0|0.008|5159.893
39.9|0.008|5160.831
40.0|0.008|5161.077
40.1|0.008|5162.669
37.6|0.011|5152.639
37.7|0.010|5158.021
39.8|0.009|5158.286
40.1|0.008|5160.339
40.2|0.019|5188.967
39.0|0.010|5189.002
40.0|0.008|5189.403
40.0|0.008|5181.848
40.1|0.008|5178.275
40.0|0.009|5178.311
40.1|0.008|5178.693
36.1|0.022|5197.656
38.3|0.009|5142.500
39.7|0.008|5148.521
40.0|0.008|5149.229
40.1|0.008|5150.820
40.1|0.009|5151.634
40.1|0.008|5152.005
40.1|0.008|5152.673
39.9|0.008|5153.843
40.0|0.008|5154.015
40.0|0.009|5154.261
38.2|0.023|5189.637
38.3|0.010|5180.967
39.8|0.008|5148.639
40.1|0.008|5148.700
40.0|0.008|5151.520
40.1|0.008|5151.784
40.0|0.009|5151.956
39.9|0.008|5152.221
35.4|0.013|5183.093
39.5|0.008|5183.357
39.8|0.017|5173.998
36.3|0.012|5139.338
33.6|0.015|5151.659
35.4|0.012|5131.739
39.2|0.017|5165.372
38.9|0.009|5165.637
40.0|0.008|5167.689
40.0|0.008|5167.954
32.8|0.015|5194.190
39.1|0.009|5194.455
39.9|0.008|5196.047
40.0|0.017|5150.313
38.9|0.020|5185.540
38.6|0.009|5116.393
39.9|0.008|5118.858
40.1|0.008|5119.104
40.0|0.008|5124.829
39.9|0.008|5125.571
40.2|0.018|5143.921
39.1|0.009|5181.203
38.4|0.010|5181.375
37.3|0.011|5128.480
34.6|0.014|5116.245
39.3|0.011|5117.205
39.9|0.008|5117.470
40.1|0.008|5119.652
40.1|0.008|5119.898
40.1|0.008|5126.471
40.1|0.008|5126.717
40.1|0.008|5128.309
40.1|0.008|5128.555
40.0|0.009|5128.727
40.0|0.008|5128.973
40.0|0.008|5131.260
40.1|0.008|5131.524
39.9|0.009|5131.696
40.1|0.008|5131.961
40.1|0.009|5133.553
40.1|0.008|5133.817
40.1|0.008|5138.752
40.0|0.008|5139.017
40.1|0.008|5140.608
40.1|0.008|5140.873
40.1|0.010|5141.970
35.1|0.014|5173.190
39.4|0.009|5175.887
40.0|0.009|5176.151
40.0|0.008|5176.323
40.0|0.008|5177.065
40.0|0.008|5178.161
39.9|0.008|5178.407
32.2|0.017|5169.072
39.0|0.009|5170.284
38.7|0.018|5175.810
37.1|0.024|5145.946
37.9|0.010|5118.506
39.7|0.008|5121.414
40.0|0.008|5121.586
39.9|0.009|5121.832
40.0|0.008|5122.004
33.4|0.015|5231.977
38.4|0.011|5232.490
34.5|0.016|5239.563
